Sample	ASV	Relative_abundance	Prevalence_Compartment	Species	Phylum	Soil_div	Compartment
ITS-AF-2017-Boston-4	ASV47	0	Stem	Acremonium curvulum	Ascomycota	ns	Seed
ITS-AF-2017-Boston-5	ASV47	0	Stem	Acremonium curvulum	Ascomycota	ns	Seed
ITS-AF-2017-Major-1	ASV47	0	Stem	Acremonium curvulum	Ascomycota	ns	Seed
ITS-AF-2017-Major-2	ASV47	0	Stem	Acremonium curvulum	Ascomycota	ns	Seed
ITS-AF-2017-Major-3	ASV47	0	Stem	Acremonium curvulum	Ascomycota	ns	Seed
ITS-AF-2017-Major-4	ASV47	0	Stem	Acremonium curvulum	Ascomycota	ns	Seed
ITS-AF-2017-Major-5	ASV47	0	Stem	Acremonium curvulum	Ascomycota	ns	Seed
P14B20ATD-E07	ASV47	0.630517024	Stem	Acremonium curvulum	Ascomycota	High	Root
P14B20ATU-H01	ASV47	0.203252033	Stem	Acremonium curvulum	Ascomycota	High	Stem
P14B20BTD-E09	ASV47	0.600812864	Stem	Acremonium curvulum	Ascomycota	High	Root
P14B20BTU-H03	ASV47	0.736719659	Stem	Acremonium curvulum	Ascomycota	High	Stem
P14B20CTD-E11	ASV47	0.391885662	Stem	Acremonium curvulum	Ascomycota	High	Root
P14B20CTU-H05	ASV47	0.191296031	Stem	Acremonium curvulum	Ascomycota	High	Stem
P14B26ATD-G07	ASV47	0	Stem	Acremonium curvulum	Ascomycota	Low	Root
P14B26ATU-B02	ASV47	0	Stem	Acremonium curvulum	Ascomycota	Low	Stem
P14B26BTD-G09	ASV47	0	Stem	Acremonium curvulum	Ascomycota	Low	Root
P14B26BTU-B04	ASV47	0	Stem	Acremonium curvulum	Ascomycota	Low	Stem
P14B26CTD-G11	ASV47	0	Stem	Acremonium curvulum	Ascomycota	Low	Root
P14B26CTU-B06	ASV47	0	Stem	Acremonium curvulum	Ascomycota	Low	Stem
P14B30ATD-F07	ASV47	3.21528425	Stem	Acremonium curvulum	Ascomycota	High	Root
P14B30ATU-A02	ASV47	0.660417554	Stem	Acremonium curvulum	Ascomycota	High	Stem
P14B30BTD-F09	ASV47	1.076555024	Stem	Acremonium curvulum	Ascomycota	High	Root
P14B30BTU-A04	ASV47	0.069204152	Stem	Acremonium curvulum	Ascomycota	High	Stem
P14B30CTD-F11	ASV47	0.565885206	Stem	Acremonium curvulum	Ascomycota	High	Root
P14B30CTU-A06	ASV47	0.176144942	Stem	Acremonium curvulum	Ascomycota	High	Stem
P14B36ATD-H07	ASV47	0.622729632	Stem	Acremonium curvulum	Ascomycota	Low	Root
P14B36ATU-C02	ASV47	0	Stem	Acremonium curvulum	Ascomycota	Low	Stem
P14B36BTD-H09	ASV47	0	Stem	Acremonium curvulum	Ascomycota	Low	Root
P14B36BTU-C04	ASV47	0	Stem	Acremonium curvulum	Ascomycota	Low	Stem
P14B36CTD-A12	ASV47	0	Stem	Acremonium curvulum	Ascomycota	Low	Root
P14B36CTU-C06	ASV47	0	Stem	Acremonium curvulum	Ascomycota	Low	Stem
P14M20ATD-A08	ASV47	1.566080978	Stem	Acremonium curvulum	Ascomycota	High	Root
P14M20ATU-D02	ASV47	0.22137251	Stem	Acremonium curvulum	Ascomycota	High	Stem
P14M20BTD-A10	ASV47	0.332290852	Stem	Acremonium curvulum	Ascomycota	High	Root
P14M20BTU-D04	ASV47	0.164684355	Stem	Acremonium curvulum	Ascomycota	High	Stem
P14M20CTD-B12	ASV47	0.384267631	Stem	Acremonium curvulum	Ascomycota	High	Root
P14M20CTU-D06	ASV47	0.726072607	Stem	Acremonium curvulum	Ascomycota	High	Stem
P14M26ATD-C08	ASV47	0	Stem	Acremonium curvulum	Ascomycota	Low	Root
P14M26ATU-F02	ASV47	0	Stem	Acremonium curvulum	Ascomycota	Low	Stem
P14M26BTD-C10	ASV47	0	Stem	Acremonium curvulum	Ascomycota	Low	Root
P14M26BTU-F04	ASV47	0	Stem	Acremonium curvulum	Ascomycota	Low	Stem
P14M26CTD-D12	ASV47	0	Stem	Acremonium curvulum	Ascomycota	Low	Root
P14M26CTU-F06	ASV47	0	Stem	Acremonium curvulum	Ascomycota	Low	Stem
P14M30ATD-B08	ASV47	1.413427562	Stem	Acremonium curvulum	Ascomycota	High	Root
P14M30ATU-E02	ASV47	0.556668893	Stem	Acremonium curvulum	Ascomycota	High	Stem
P14M30BTD-B10	ASV47	2.363238512	Stem	Acremonium curvulum	Ascomycota	High	Root
P14M30BTU-E04	ASV47	1.428571429	Stem	Acremonium curvulum	Ascomycota	High	Stem
P14M30CTD-C12	ASV47	0.295670539	Stem	Acremonium curvulum	Ascomycota	High	Root
P14M30CTU-E06	ASV47	0.697928026	Stem	Acremonium curvulum	Ascomycota	High	Stem
P14M36ATD-D08	ASV47	0.046253469	Stem	Acremonium curvulum	Ascomycota	Low	Root
P14M36ATU-G02	ASV47	0.073313783	Stem	Acremonium curvulum	Ascomycota	Low	Stem
P14M36BTD-D10	ASV47	0	Stem	Acremonium curvulum	Ascomycota	Low	Root
P14M36BTU-G04	ASV47	0	Stem	Acremonium curvulum	Ascomycota	Low	Stem
P14M36CTD-E12	ASV47	0	Stem	Acremonium curvulum	Ascomycota	Low	Root
P14M36CTU-G06	ASV47	0	Stem	Acremonium curvulum	Ascomycota	Low	Stem
ITS1-D0A	ASV47	1.556359063	Stem	Acremonium curvulum	Ascomycota	High	Soil
ITS1-D0B	ASV47	0.071879058	Stem	Acremonium curvulum	Ascomycota	High	Soil
ITS1-D0C	ASV47	0.062780702	Stem	Acremonium curvulum	Ascomycota	High	Soil
ITS1-D6A	ASV47	0.017885888	Stem	Acremonium curvulum	Ascomycota	Low	Soil
ITS1-D6B	ASV47	0	Stem	Acremonium curvulum	Ascomycota	Low	Soil
ITS1-D6C	ASV47	0	Stem	Acremonium curvulum	Ascomycota	Low	Soil
ITS-Boston-AF-1	ASV6	0	Soil	Mortierella elongata	Zygomycota	ns	Seed
ITS-Boston-AF-2	ASV6	0	Soil	Mortierella elongata	Zygomycota	ns	Seed
ITS-Boston-AF-3	ASV6	0	Soil	Mortierella elongata	Zygomycota	ns	Seed
ITS-Boston-AF-4	ASV6	0	Soil	Mortierella elongata	Zygomycota	ns	Seed
ITS-Boston-AF-5	ASV6	0	Soil	Mortierella elongata	Zygomycota	ns	Seed
ITS-Major-AF-1	ASV6	0	Soil	Mortierella elongata	Zygomycota	ns	Seed
ITS-Major-AF-2	ASV6	0	Soil	Mortierella elongata	Zygomycota	ns	Seed
ITS-Major-AF-3	ASV6	0	Soil	Mortierella elongata	Zygomycota	ns	Seed
ITS-Major-AF-4	ASV6	0	Soil	Mortierella elongata	Zygomycota	ns	Seed
ITS-Major-AF-5	ASV6	0	Soil	Mortierella elongata	Zygomycota	ns	Seed
ITS-AF-2017-Boston-1	ASV6	0	Soil	Mortierella elongata	Zygomycota	ns	Seed
ITS-AF-2017-Boston-2	ASV6	0	Soil	Mortierella elongata	Zygomycota	ns	Seed
ITS-AF-2017-Boston-3	ASV6	0	Soil	Mortierella elongata	Zygomycota	ns	Seed
ITS-AF-2017-Boston-4	ASV6	0	Soil	Mortierella elongata	Zygomycota	ns	Seed
ITS-AF-2017-Boston-5	ASV6	0	Soil	Mortierella elongata	Zygomycota	ns	Seed
ITS-AF-2017-Major-1	ASV6	0	Soil	Mortierella elongata	Zygomycota	ns	Seed
ITS-AF-2017-Major-2	ASV6	0	Soil	Mortierella elongata	Zygomycota	ns	Seed
ITS-AF-2017-Major-3	ASV6	0	Soil	Mortierella elongata	Zygomycota	ns	Seed
ITS-AF-2017-Major-4	ASV6	0	Soil	Mortierella elongata	Zygomycota	ns	Seed
ITS-AF-2017-Major-5	ASV6	0	Soil	Mortierella elongata	Zygomycota	ns	Seed
P14B20ATD-E07	ASV6	2.711223203	Soil	Mortierella elongata	Zygomycota	High	Root
P14B20ATU-H01	ASV6	0	Soil	Mortierella elongata	Zygomycota	High	Stem
P14B20BTD-E09	ASV6	2.085174059	Soil	Mortierella elongata	Zygomycota	High	Root
P14B20BTU-H03	ASV6	0.659170221	Soil	Mortierella elongata	Zygomycota	High	Stem
P14B20CTD-E11	ASV6	4.910096819	Soil	Mortierella elongata	Zygomycota	High	Root
P14B20CTU-H05	ASV6	1.410808226	Soil	Mortierella elongata	Zygomycota	High	Stem
P14B26ATD-G07	ASV6	0	Soil	Mortierella elongata	Zygomycota	Low	Root
P14B26ATU-B02	ASV6	0	Soil	Mortierella elongata	Zygomycota	Low	Stem
P14B26BTD-G09	ASV6	0	Soil	Mortierella elongata	Zygomycota	Low	Root
P14B26BTU-B04	ASV6	0	Soil	Mortierella elongata	Zygomycota	Low	Stem
P14B26CTD-G11	ASV6	0	Soil	Mortierella elongata	Zygomycota	Low	Root
P14B26CTU-B06	ASV6	0	Soil	Mortierella elongata	Zygomycota	Low	Stem
P14B30ATD-F07	ASV6	1.817334576	Soil	Mortierella elongata	Zygomycota	High	Root
P14B30ATU-A02	ASV6	0	Soil	Mortierella elongata	Zygomycota	High	Stem
P14B30BTD-F09	ASV6	2.682843472	Soil	Mortierella elongata	Zygomycota	High	Root
P14B30BTU-A04	ASV6	0.784313725	Soil	Mortierella elongata	Zygomycota	High	Stem
P14B30CTD-F11	ASV6	0	Soil	Mortierella elongata	Zygomycota	High	Root
P14B30CTU-A06	ASV6	2.214393558	Soil	Mortierella elongata	Zygomycota	High	Stem
P14B36ATD-H07	ASV6	0	Soil	Mortierella elongata	Zygomycota	Low	Root
P14B36ATU-C02	ASV6	0	Soil	Mortierella elongata	Zygomycota	Low	Stem
P14B36BTD-H09	ASV6	0	Soil	Mortierella elongata	Zygomycota	Low	Root
P14B36BTU-C04	ASV6	0	Soil	Mortierella elongata	Zygomycota	Low	Stem
P14B36CTD-A12	ASV6	0	Soil	Mortierella elongata	Zygomycota	Low	Root
P14B36CTU-C06	ASV6	0	Soil	Mortierella elongata	Zygomycota	Low	Stem
P14M20ATD-A08	ASV6	0.76394194	Soil	Mortierella elongata	Zygomycota	High	Root
P14M20ATU-D02	ASV6	0	Soil	Mortierella elongata	Zygomycota	High	Stem
P14M20BTD-A10	ASV6	1.583268178	Soil	Mortierella elongata	Zygomycota	High	Root
P14M20BTU-D04	ASV6	1.006404392	Soil	Mortierella elongata	Zygomycota	High	Stem
P14M20CTD-B12	ASV6	3.45840868	Soil	Mortierella elongata	Zygomycota	High	Root
P14M20CTU-D06	ASV6	1.96369637	Soil	Mortierella elongata	Zygomycota	High	Stem
P14M26ATD-C08	ASV6	0	Soil	Mortierella elongata	Zygomycota	Low	Root
P14M26ATU-F02	ASV6	0	Soil	Mortierella elongata	Zygomycota	Low	Stem
P14M26BTD-C10	ASV6	0	Soil	Mortierella elongata	Zygomycota	Low	Root
P14M26BTU-F04	ASV6	0	Soil	Mortierella elongata	Zygomycota	Low	Stem
P14M26CTD-D12	ASV6	0	Soil	Mortierella elongata	Zygomycota	Low	Root
P14M26CTU-F06	ASV6	0	Soil	Mortierella elongata	Zygomycota	Low	Stem
P14M30ATD-B08	ASV6	0.494699647	Soil	Mortierella elongata	Zygomycota	High	Root
P14M30ATU-E02	ASV6	0	Soil	Mortierella elongata	Zygomycota	High	Stem
P14M30BTD-B10	ASV6	7.002188184	Soil	Mortierella elongata	Zygomycota	High	Root
P14M30BTU-E04	ASV6	0.639097744	Soil	Mortierella elongata	Zygomycota	High	Stem
P14M30CTD-C12	ASV6	5.364308342	Soil	Mortierella elongata	Zygomycota	High	Root
P14M30CTU-E06	ASV6	0.850599782	Soil	Mortierella elongata	Zygomycota	High	Stem
P14M36ATD-D08	ASV6	0	Soil	Mortierella elongata	Zygomycota	Low	Root
P14M36ATU-G02	ASV6	0	Soil	Mortierella elongata	Zygomycota	Low	Stem
P14M36BTD-D10	ASV6	0	Soil	Mortierella elongata	Zygomycota	Low	Root
P14M36BTU-G04	ASV6	0	Soil	Mortierella elongata	Zygomycota	Low	Stem
P14M36CTD-E12	ASV6	0	Soil	Mortierella elongata	Zygomycota	Low	Root
P14M36CTU-G06	ASV6	0	Soil	Mortierella elongata	Zygomycota	Low	Stem
ITS1-D0A	ASV6	20.94010376	Soil	Mortierella elongata	Zygomycota	High	Soil
ITS1-D0B	ASV6	63.58861992	Soil	Mortierella elongata	Zygomycota	High	Soil
ITS1-D0C	ASV6	63.2909966	Soil	Mortierella elongata	Zygomycota	High	Soil
ITS1-D6A	ASV6	0	Soil	Mortierella elongata	Zygomycota	Low	Soil
ITS1-D6B	ASV6	0	Soil	Mortierella elongata	Zygomycota	Low	Soil
ITS1-D6C	ASV6	0.058575445	Soil	Mortierella elongata	Zygomycota	Low	Soil
ITS-Boston-AF-1	ASV7	3.245152262	Seed	Cladosporium delicatulum	Ascomycota	ns	Seed
ITS-Boston-AF-2	ASV7	3.215547703	Seed	Cladosporium delicatulum	Ascomycota	ns	Seed
ITS-Boston-AF-3	ASV7	4.423993273	Seed	Cladosporium delicatulum	Ascomycota	ns	Seed
ITS-Boston-AF-4	ASV7	3.923950677	Seed	Cladosporium delicatulum	Ascomycota	ns	Seed
ITS-Boston-AF-5	ASV7	3.723337907	Seed	Cladosporium delicatulum	Ascomycota	ns	Seed
ITS-Major-AF-1	ASV7	4.873322676	Seed	Cladosporium delicatulum	Ascomycota	ns	Seed
ITS-Major-AF-2	ASV7	4.996556737	Seed	Cladosporium delicatulum	Ascomycota	ns	Seed
ITS-Major-AF-3	ASV7	4.487432557	Seed	Cladosporium delicatulum	Ascomycota	ns	Seed
ITS-Major-AF-4	ASV7	4.695810092	Seed	Cladosporium delicatulum	Ascomycota	ns	Seed
ITS-Major-AF-5	ASV7	6.470035988	Seed	Cladosporium delicatulum	Ascomycota	ns	Seed
ITS-AF-2017-Boston-1	ASV7	17.73236452	Seed	Cladosporium delicatulum	Ascomycota	ns	Seed
ITS-AF-2017-Boston-2	ASV7	18.15379316	Seed	Cladosporium delicatulum	Ascomycota	ns	Seed
ITS-AF-2017-Boston-3	ASV7	15.76108407	Seed	Cladosporium delicatulum	Ascomycota	ns	Seed
ITS-AF-2017-Boston-4	ASV7	17.99647587	Seed	Cladosporium delicatulum	Ascomycota	ns	Seed
ITS-AF-2017-Boston-5	ASV7	18.54193647	Seed	Cladosporium delicatulum	Ascomycota	ns	Seed
ITS-AF-2017-Major-1	ASV7	17.3097333	Seed	Cladosporium delicatulum	Ascomycota	ns	Seed
ITS-AF-2017-Major-2	ASV7	19.71050604	Seed	Cladosporium delicatulum	Ascomycota	ns	Seed
ITS-AF-2017-Major-3	ASV7	17.31931203	Seed	Cladosporium delicatulum	Ascomycota	ns	Seed
ITS-AF-2017-Major-4	ASV7	18.43242292	Seed	Cladosporium delicatulum	Ascomycota	ns	Seed
ITS-AF-2017-Major-5	ASV7	19.28196854	Seed	Cladosporium delicatulum	Ascomycota	ns	Seed
P14B20ATD-E07	ASV7	0	Seed	Cladosporium delicatulum	Ascomycota	High	Root
P14B20ATU-H01	ASV7	0	Seed	Cladosporium delicatulum	Ascomycota	High	Stem
P14B20BTD-E09	ASV7	0	Seed	Cladosporium delicatulum	Ascomycota	High	Root
P14B20BTU-H03	ASV7	0	Seed	Cladosporium delicatulum	Ascomycota	High	Stem
P14B20CTD-E11	ASV7	0	Seed	Cladosporium delicatulum	Ascomycota	High	Root
P14B20CTU-H05	ASV7	0	Seed	Cladosporium delicatulum	Ascomycota	High	Stem
P14B26ATD-G07	ASV7	0	Seed	Cladosporium delicatulum	Ascomycota	Low	Root
P14B26ATU-B02	ASV7	0	Seed	Cladosporium delicatulum	Ascomycota	Low	Stem
P14B26BTD-G09	ASV7	0	Seed	Cladosporium delicatulum	Ascomycota	Low	Root
P14B26BTU-B04	ASV7	0	Seed	Cladosporium delicatulum	Ascomycota	Low	Stem
P14B26CTD-G11	ASV7	0	Seed	Cladosporium delicatulum	Ascomycota	Low	Root
P14B26CTU-B06	ASV7	0	Seed	Cladosporium delicatulum	Ascomycota	Low	Stem
P14B30ATD-F07	ASV7	0	Seed	Cladosporium delicatulum	Ascomycota	High	Root
P14B30ATU-A02	ASV7	0	Seed	Cladosporium delicatulum	Ascomycota	High	Stem
P14B30BTD-F09	ASV7	0	Seed	Cladosporium delicatulum	Ascomycota	High	Root
P14B30BTU-A04	ASV7	0	Seed	Cladosporium delicatulum	Ascomycota	High	Stem
P14B30CTD-F11	ASV7	0	Seed	Cladosporium delicatulum	Ascomycota	High	Root
P14B30CTU-A06	ASV7	0	Seed	Cladosporium delicatulum	Ascomycota	High	Stem
P14B36ATD-H07	ASV7	0.034596091	Seed	Cladosporium delicatulum	Ascomycota	Low	Root
P14B36ATU-C02	ASV7	0	Seed	Cladosporium delicatulum	Ascomycota	Low	Stem
P14B36BTD-H09	ASV7	0	Seed	Cladosporium delicatulum	Ascomycota	Low	Root
P14B36BTU-C04	ASV7	0	Seed	Cladosporium delicatulum	Ascomycota	Low	Stem
P14B36CTD-A12	ASV7	0	Seed	Cladosporium delicatulum	Ascomycota	Low	Root
P14B36CTU-C06	ASV7	0.235710077	Seed	Cladosporium delicatulum	Ascomycota	Low	Stem
P14M20ATD-A08	ASV7	0	Seed	Cladosporium delicatulum	Ascomycota	High	Root
P14M20ATU-D02	ASV7	0	Seed	Cladosporium delicatulum	Ascomycota	High	Stem
P14M20BTD-A10	ASV7	0	Seed	Cladosporium delicatulum	Ascomycota	High	Root
P14M20BTU-D04	ASV7	0	Seed	Cladosporium delicatulum	Ascomycota	High	Stem
P14M20CTD-B12	ASV7	0	Seed	Cladosporium delicatulum	Ascomycota	High	Root
P14M20CTU-D06	ASV7	0	Seed	Cladosporium delicatulum	Ascomycota	High	Stem
P14M26ATD-C08	ASV7	0	Seed	Cladosporium delicatulum	Ascomycota	Low	Root
P14M26ATU-F02	ASV7	0	Seed	Cladosporium delicatulum	Ascomycota	Low	Stem
P14M26BTD-C10	ASV7	0	Seed	Cladosporium delicatulum	Ascomycota	Low	Root
P14M26BTU-F04	ASV7	0	Seed	Cladosporium delicatulum	Ascomycota	Low	Stem
P14M26CTD-D12	ASV7	0	Seed	Cladosporium delicatulum	Ascomycota	Low	Root
P14M26CTU-F06	ASV7	0	Seed	Cladosporium delicatulum	Ascomycota	Low	Stem
P14M30ATD-B08	ASV7	0	Seed	Cladosporium delicatulum	Ascomycota	High	Root
P14M30ATU-E02	ASV7	0	Seed	Cladosporium delicatulum	Ascomycota	High	Stem
P14M30BTD-B10	ASV7	0.56892779	Seed	Cladosporium delicatulum	Ascomycota	High	Root
P14M30BTU-E04	ASV7	0	Seed	Cladosporium delicatulum	Ascomycota	High	Stem
P14M30CTD-C12	ASV7	0	Seed	Cladosporium delicatulum	Ascomycota	High	Root
P14M30CTU-E06	ASV7	0	Seed	Cladosporium delicatulum	Ascomycota	High	Stem
P14M36ATD-D08	ASV7	0.069380204	Seed	Cladosporium delicatulum	Ascomycota	Low	Root
P14M36ATU-G02	ASV7	0.117302053	Seed	Cladosporium delicatulum	Ascomycota	Low	Stem
P14M36BTD-D10	ASV7	0	Seed	Cladosporium delicatulum	Ascomycota	Low	Root
P14M36BTU-G04	ASV7	0	Seed	Cladosporium delicatulum	Ascomycota	Low	Stem
P14M36CTD-E12	ASV7	0	Seed	Cladosporium delicatulum	Ascomycota	Low	Root
P14M36CTU-G06	ASV7	0	Seed	Cladosporium delicatulum	Ascomycota	Low	Stem
ITS1-D0A	ASV7	0	Seed	Cladosporium delicatulum	Ascomycota	High	Soil
ITS1-D0B	ASV7	0.016230755	Seed	Cladosporium delicatulum	Ascomycota	High	Soil
ITS1-D0C	ASV7	0.004829285	Seed	Cladosporium delicatulum	Ascomycota	High	Soil
ITS1-D6A	ASV7	0	Seed	Cladosporium delicatulum	Ascomycota	Low	Soil
ITS1-D6B	ASV7	0	Seed	Cladosporium delicatulum	Ascomycota	Low	Soil
ITS1-D6C	ASV7	0.472508591	Seed	Cladosporium delicatulum	Ascomycota	Low	Soil
ITS-Boston-AF-1	ASV75	0	Soil	Unclassified Tremellales	Basidiomycota	ns	Seed
ITS-Boston-AF-2	ASV75	0	Soil	Unclassified Tremellales	Basidiomycota	ns	Seed
ITS-Boston-AF-3	ASV75	0	Soil	Unclassified Tremellales	Basidiomycota	ns	Seed
ITS-Boston-AF-4	ASV75	0	Soil	Unclassified Tremellales	Basidiomycota	ns	Seed
ITS-Boston-AF-5	ASV75	0	Soil	Unclassified Tremellales	Basidiomycota	ns	Seed
ITS-Major-AF-1	ASV75	0	Soil	Unclassified Tremellales	Basidiomycota	ns	Seed
ITS-Major-AF-2	ASV75	0	Soil	Unclassified Tremellales	Basidiomycota	ns	Seed
ITS-Major-AF-3	ASV75	0	Soil	Unclassified Tremellales	Basidiomycota	ns	Seed
ITS-Major-AF-4	ASV75	0	Soil	Unclassified Tremellales	Basidiomycota	ns	Seed
ITS-Major-AF-5	ASV75	0	Soil	Unclassified Tremellales	Basidiomycota	ns	Seed
ITS-AF-2017-Boston-1	ASV75	0	Soil	Unclassified Tremellales	Basidiomycota	ns	Seed
ITS-AF-2017-Boston-2	ASV75	0	Soil	Unclassified Tremellales	Basidiomycota	ns	Seed
ITS-AF-2017-Boston-3	ASV75	0	Soil	Unclassified Tremellales	Basidiomycota	ns	Seed
ITS-AF-2017-Boston-4	ASV75	0	Soil	Unclassified Tremellales	Basidiomycota	ns	Seed
ITS-AF-2017-Boston-5	ASV75	0	Soil	Unclassified Tremellales	Basidiomycota	ns	Seed
ITS-AF-2017-Major-1	ASV75	0	Soil	Unclassified Tremellales	Basidiomycota	ns	Seed
ITS-AF-2017-Major-2	ASV75	0	Soil	Unclassified Tremellales	Basidiomycota	ns	Seed
ITS-AF-2017-Major-3	ASV75	0	Soil	Unclassified Tremellales	Basidiomycota	ns	Seed
ITS-AF-2017-Major-4	ASV75	0	Soil	Unclassified Tremellales	Basidiomycota	ns	Seed
ITS-AF-2017-Major-5	ASV75	0	Soil	Unclassified Tremellales	Basidiomycota	ns	Seed
P14B20ATD-E07	ASV75	0	Soil	Unclassified Tremellales	Basidiomycota	High	Root
P14B20ATU-H01	ASV75	0	Soil	Unclassified Tremellales	Basidiomycota	High	Stem
P14B20BTD-E09	ASV75	0	Soil	Unclassified Tremellales	Basidiomycota	High	Root
P14B20BTU-H03	ASV75	0	Soil	Unclassified Tremellales	Basidiomycota	High	Stem
P14B20CTD-E11	ASV75	0	Soil	Unclassified Tremellales	Basidiomycota	High	Root
P14B20CTU-H05	ASV75	0	Soil	Unclassified Tremellales	Basidiomycota	High	Stem
P14B26ATD-G07	ASV75	0	Soil	Unclassified Tremellales	Basidiomycota	Low	Root
P14B26ATU-B02	ASV75	0	Soil	Unclassified Tremellales	Basidiomycota	Low	Stem
P14B26BTD-G09	ASV75	0	Soil	Unclassified Tremellales	Basidiomycota	Low	Root
P14B26BTU-B04	ASV75	0	Soil	Unclassified Tremellales	Basidiomycota	Low	Stem
P14B26CTD-G11	ASV75	0	Soil	Unclassified Tremellales	Basidiomycota	Low	Root
P14B26CTU-B06	ASV75	0	Soil	Unclassified Tremellales	Basidiomycota	Low	Stem
P14B30ATD-F07	ASV75	0	Soil	Unclassified Tremellales	Basidiomycota	High	Root
P14B30ATU-A02	ASV75	0	Soil	Unclassified Tremellales	Basidiomycota	High	Stem
P14B30BTD-F09	ASV75	0	Soil	Unclassified Tremellales	Basidiomycota	High	Root
P14B30BTU-A04	ASV75	0	Soil	Unclassified Tremellales	Basidiomycota	High	Stem
P14B30CTD-F11	ASV75	0	Soil	Unclassified Tremellales	Basidiomycota	High	Root
P14B30CTU-A06	ASV75	0	Soil	Unclassified Tremellales	Basidiomycota	High	Stem
P14B36ATD-H07	ASV75	0	Soil	Unclassified Tremellales	Basidiomycota	Low	Root
P14B36ATU-C02	ASV75	0	Soil	Unclassified Tremellales	Basidiomycota	Low	Stem
P14B36BTD-H09	ASV75	0	Soil	Unclassified Tremellales	Basidiomycota	Low	Root
P14B36BTU-C04	ASV75	0	Soil	Unclassified Tremellales	Basidiomycota	Low	Stem
P14B36CTD-A12	ASV75	0	Soil	Unclassified Tremellales	Basidiomycota	Low	Root
P14B36CTU-C06	ASV75	0	Soil	Unclassified Tremellales	Basidiomycota	Low	Stem
P14M20ATD-A08	ASV75	0	Soil	Unclassified Tremellales	Basidiomycota	High	Root
P14M20ATU-D02	ASV75	0	Soil	Unclassified Tremellales	Basidiomycota	High	Stem
P14M20BTD-A10	ASV75	0	Soil	Unclassified Tremellales	Basidiomycota	High	Root
P14M20BTU-D04	ASV75	0	Soil	Unclassified Tremellales	Basidiomycota	High	Stem
P14M20CTD-B12	ASV75	0	Soil	Unclassified Tremellales	Basidiomycota	High	Root
P14M20CTU-D06	ASV75	0	Soil	Unclassified Tremellales	Basidiomycota	High	Stem
P14M26ATD-C08	ASV75	0	Soil	Unclassified Tremellales	Basidiomycota	Low	Root
P14M26ATU-F02	ASV75	0	Soil	Unclassified Tremellales	Basidiomycota	Low	Stem
P14M26BTD-C10	ASV75	0	Soil	Unclassified Tremellales	Basidiomycota	Low	Root
P14M26BTU-F04	ASV75	0	Soil	Unclassified Tremellales	Basidiomycota	Low	Stem
P14M26CTD-D12	ASV75	0	Soil	Unclassified Tremellales	Basidiomycota	Low	Root
P14M26CTU-F06	ASV75	0	Soil	Unclassified Tremellales	Basidiomycota	Low	Stem
P14M30ATD-B08	ASV75	0.070671378	Soil	Unclassified Tremellales	Basidiomycota	High	Root
P14M30ATU-E02	ASV75	0	Soil	Unclassified Tremellales	Basidiomycota	High	Stem
P14M30BTD-B10	ASV75	0.087527352	Soil	Unclassified Tremellales	Basidiomycota	High	Root
P14M30BTU-E04	ASV75	0	Soil	Unclassified Tremellales	Basidiomycota	High	Stem
P14M30CTD-C12	ASV75	0	Soil	Unclassified Tremellales	Basidiomycota	High	Root
P14M30CTU-E06	ASV75	0	Soil	Unclassified Tremellales	Basidiomycota	High	Stem
P14M36ATD-D08	ASV75	0	Soil	Unclassified Tremellales	Basidiomycota	Low	Root
P14M36ATU-G02	ASV75	0	Soil	Unclassified Tremellales	Basidiomycota	Low	Stem
P14M36BTD-D10	ASV75	0	Soil	Unclassified Tremellales	Basidiomycota	Low	Root
P14M36BTU-G04	ASV75	0	Soil	Unclassified Tremellales	Basidiomycota	Low	Stem
P14M36CTD-E12	ASV75	0	Soil	Unclassified Tremellales	Basidiomycota	Low	Root
P14M36CTU-G06	ASV75	0	Soil	Unclassified Tremellales	Basidiomycota	Low	Stem
ITS1-D0A	ASV75	1.232117592	Soil	Unclassified Tremellales	Basidiomycota	High	Soil
ITS1-D0B	ASV75	0.102021888	Soil	Unclassified Tremellales	Basidiomycota	High	Soil
ITS1-D0C	ASV75	0.210878769	Soil	Unclassified Tremellales	Basidiomycota	High	Soil
ITS1-D6A	ASV75	0	Soil	Unclassified Tremellales	Basidiomycota	Low	Soil
ITS1-D6B	ASV75	0.009837402	Soil	Unclassified Tremellales	Basidiomycota	Low	Soil
ITS1-D6C	ASV75	0.355357701	Soil	Unclassified Tremellales	Basidiomycota	Low	Soil
ITS-Boston-AF-1	ASV202	0	Soil	Exophiala	Ascomycota	ns	Seed
ITS-Boston-AF-2	ASV202	0	Soil	Exophiala	Ascomycota	ns	Seed
ITS-Boston-AF-3	ASV202	0	Soil	Exophiala	Ascomycota	ns	Seed
ITS-Boston-AF-4	ASV202	0	Soil	Exophiala	Ascomycota	ns	Seed
ITS-Boston-AF-5	ASV202	0	Soil	Exophiala	Ascomycota	ns	Seed
ITS-Major-AF-1	ASV202	0	Soil	Exophiala	Ascomycota	ns	Seed
ITS-Major-AF-2	ASV202	0	Soil	Exophiala	Ascomycota	ns	Seed
ITS-Major-AF-3	ASV202	0	Soil	Exophiala	Ascomycota	ns	Seed
ITS-Major-AF-4	ASV202	0	Soil	Exophiala	Ascomycota	ns	Seed
