Combined	All	ASV	Compartment	GxY	Soil_div	Rel_abund_Seed	Type
ASV658_BostonY2	nsSeed-BostonY2	ASV658	Seed	BostonY2	ns 	0	< 0.01%: Rare
ASV658_MajorY1	nsSeed-MajorY1	ASV658	Seed	MajorY1	ns 	0	< 0.01%: Rare
ASV658_MajorY2	nsSeed-MajorY2	ASV658	Seed	MajorY2	ns 	0	< 0.01%: Rare
ASV6580_BostonY1	nsSeed-BostonY1	ASV6580	Seed	BostonY1	ns 	0	< 0.01%: Rare
ASV6580_BostonY2	nsSeed-BostonY2	ASV6580	Seed	BostonY2	ns 	0	< 0.01%: Rare
ASV6580_MajorY1	nsSeed-MajorY1	ASV6580	Seed	MajorY1	ns 	0	< 0.01%: Rare
ASV6580_MajorY2	nsSeed-MajorY2	ASV6580	Seed	MajorY2	ns 	0	< 0.01%: Rare
ASV6581_BostonY1	nsSeed-BostonY1	ASV6581	Seed	BostonY1	ns 	0	< 0.01%: Rare
ASV6581_BostonY2	nsSeed-BostonY2	ASV6581	Seed	BostonY2	ns 	0	< 0.01%: Rare
ASV6581_MajorY1	nsSeed-MajorY1	ASV6581	Seed	MajorY1	ns 	0	< 0.01%: Rare
ASV6581_MajorY2	nsSeed-MajorY2	ASV6581	Seed	MajorY2	ns 	0	< 0.01%: Rare
ASV6582_BostonY1	nsSeed-BostonY1	ASV6582	Seed	BostonY1	ns 	0	< 0.01%: Rare
ASV6582_BostonY2	nsSeed-BostonY2	ASV6582	Seed	BostonY2	ns 	0	< 0.01%: Rare
ASV6582_MajorY1	nsSeed-MajorY1	ASV6582	Seed	MajorY1	ns 	0	< 0.01%: Rare
ASV6582_MajorY2	nsSeed-MajorY2	ASV6582	Seed	MajorY2	ns 	0	< 0.01%: Rare
ASV6583_BostonY1	nsSeed-BostonY1	ASV6583	Seed	BostonY1	ns 	0	< 0.01%: Rare
ASV6583_BostonY2	nsSeed-BostonY2	ASV6583	Seed	BostonY2	ns 	0	< 0.01%: Rare
ASV6583_MajorY1	nsSeed-MajorY1	ASV6583	Seed	MajorY1	ns 	0	< 0.01%: Rare
ASV6583_MajorY2	nsSeed-MajorY2	ASV6583	Seed	MajorY2	ns 	0	< 0.01%: Rare
ASV6584_BostonY1	nsSeed-BostonY1	ASV6584	Seed	BostonY1	ns 	0	< 0.01%: Rare
ASV6584_BostonY2	nsSeed-BostonY2	ASV6584	Seed	BostonY2	ns 	0	< 0.01%: Rare
ASV6584_MajorY1	nsSeed-MajorY1	ASV6584	Seed	MajorY1	ns 	0	< 0.01%: Rare
ASV6584_MajorY2	nsSeed-MajorY2	ASV6584	Seed	MajorY2	ns 	0	< 0.01%: Rare
ASV6585_BostonY1	nsSeed-BostonY1	ASV6585	Seed	BostonY1	ns 	0	< 0.01%: Rare
ASV6585_BostonY2	nsSeed-BostonY2	ASV6585	Seed	BostonY2	ns 	0	< 0.01%: Rare
ASV6585_MajorY1	nsSeed-MajorY1	ASV6585	Seed	MajorY1	ns 	0	< 0.01%: Rare
ASV6585_MajorY2	nsSeed-MajorY2	ASV6585	Seed	MajorY2	ns 	0	< 0.01%: Rare
ASV6586_BostonY1	nsSeed-BostonY1	ASV6586	Seed	BostonY1	ns 	0	< 0.01%: Rare
ASV6586_BostonY2	nsSeed-BostonY2	ASV6586	Seed	BostonY2	ns 	0	< 0.01%: Rare
ASV6586_MajorY1	nsSeed-MajorY1	ASV6586	Seed	MajorY1	ns 	0	< 0.01%: Rare
ASV6586_MajorY2	nsSeed-MajorY2	ASV6586	Seed	MajorY2	ns 	0	< 0.01%: Rare
ASV6587_BostonY1	nsSeed-BostonY1	ASV6587	Seed	BostonY1	ns 	0	< 0.01%: Rare
ASV6587_BostonY2	nsSeed-BostonY2	ASV6587	Seed	BostonY2	ns 	0	< 0.01%: Rare
ASV6587_MajorY1	nsSeed-MajorY1	ASV6587	Seed	MajorY1	ns 	0	< 0.01%: Rare
ASV6587_MajorY2	nsSeed-MajorY2	ASV6587	Seed	MajorY2	ns 	0	< 0.01%: Rare
ASV6588_BostonY1	nsSeed-BostonY1	ASV6588	Seed	BostonY1	ns 	0	< 0.01%: Rare
ASV6588_BostonY2	nsSeed-BostonY2	ASV6588	Seed	BostonY2	ns 	0	< 0.01%: Rare
ASV6588_MajorY1	nsSeed-MajorY1	ASV6588	Seed	MajorY1	ns 	0	< 0.01%: Rare
ASV6588_MajorY2	nsSeed-MajorY2	ASV6588	Seed	MajorY2	ns 	0	< 0.01%: Rare
ASV6589_BostonY1	nsSeed-BostonY1	ASV6589	Seed	BostonY1	ns 	0	< 0.01%: Rare
ASV6589_BostonY2	nsSeed-BostonY2	ASV6589	Seed	BostonY2	ns 	0	< 0.01%: Rare
ASV6589_MajorY1	nsSeed-MajorY1	ASV6589	Seed	MajorY1	ns 	0.393982808	0.01<x<1%: Intermediate
ASV6589_MajorY2	nsSeed-MajorY2	ASV6589	Seed	MajorY2	ns 	0	< 0.01%: Rare
ASV659_BostonY1	nsSeed-BostonY1	ASV659	Seed	BostonY1	ns 	0	< 0.01%: Rare
ASV659_BostonY2	nsSeed-BostonY2	ASV659	Seed	BostonY2	ns 	0	< 0.01%: Rare
ASV659_MajorY1	nsSeed-MajorY1	ASV659	Seed	MajorY1	ns 	0	< 0.01%: Rare
ASV659_MajorY2	nsSeed-MajorY2	ASV659	Seed	MajorY2	ns 	0	< 0.01%: Rare
ASV6590_BostonY1	nsSeed-BostonY1	ASV6590	Seed	BostonY1	ns 	0	< 0.01%: Rare
ASV6590_BostonY2	nsSeed-BostonY2	ASV6590	Seed	BostonY2	ns 	0	< 0.01%: Rare
ASV6590_MajorY1	nsSeed-MajorY1	ASV6590	Seed	MajorY1	ns 	0.393982808	0.01<x<1%: Intermediate
ASV6590_MajorY2	nsSeed-MajorY2	ASV6590	Seed	MajorY2	ns 	0	< 0.01%: Rare
ASV6591_BostonY1	nsSeed-BostonY1	ASV6591	Seed	BostonY1	ns 	0.028602074	0.01<x<1%: Intermediate
ASV6591_BostonY2	nsSeed-BostonY2	ASV6591	Seed	BostonY2	ns 	0.003677436	< 0.01%: Rare
ASV6591_MajorY1	nsSeed-MajorY1	ASV6591	Seed	MajorY1	ns 	0	< 0.01%: Rare
ASV6591_MajorY2	nsSeed-MajorY2	ASV6591	Seed	MajorY2	ns 	0	< 0.01%: Rare
ASV6592_BostonY1	nsSeed-BostonY1	ASV6592	Seed	BostonY1	ns 	0.078655703	0.01<x<1%: Intermediate
ASV6592_BostonY2	nsSeed-BostonY2	ASV6592	Seed	BostonY2	ns 	0	< 0.01%: Rare
ASV6592_MajorY1	nsSeed-MajorY1	ASV6592	Seed	MajorY1	ns 	0	< 0.01%: Rare
ASV6592_MajorY2	nsSeed-MajorY2	ASV6592	Seed	MajorY2	ns 	0	< 0.01%: Rare
ASV6593_BostonY1	nsSeed-BostonY1	ASV6593	Seed	BostonY1	ns 	0.033961099	0.01<x<1%: Intermediate
ASV6593_BostonY2	nsSeed-BostonY2	ASV6593	Seed	BostonY2	ns 	0	< 0.01%: Rare
ASV6593_MajorY1	nsSeed-MajorY1	ASV6593	Seed	MajorY1	ns 	0	< 0.01%: Rare
ASV6593_MajorY2	nsSeed-MajorY2	ASV6593	Seed	MajorY2	ns 	0	< 0.01%: Rare
ASV6594_BostonY1	nsSeed-BostonY1	ASV6594	Seed	BostonY1	ns 	0.092204526	0.01<x<1%: Intermediate
ASV6594_BostonY2	nsSeed-BostonY2	ASV6594	Seed	BostonY2	ns 	0	< 0.01%: Rare
ASV6594_MajorY1	nsSeed-MajorY1	ASV6594	Seed	MajorY1	ns 	0	< 0.01%: Rare
ASV6594_MajorY2	nsSeed-MajorY2	ASV6594	Seed	MajorY2	ns 	0	< 0.01%: Rare
ASV6595_BostonY1	nsSeed-BostonY1	ASV6595	Seed	BostonY1	ns 	0.039518592	0.01<x<1%: Intermediate
ASV6595_BostonY2	nsSeed-BostonY2	ASV6595	Seed	BostonY2	ns 	0	< 0.01%: Rare
ASV6595_MajorY1	nsSeed-MajorY1	ASV6595	Seed	MajorY1	ns 	0	< 0.01%: Rare
ASV6595_MajorY2	nsSeed-MajorY2	ASV6595	Seed	MajorY2	ns 	0	< 0.01%: Rare
ASV6596_BostonY1	nsSeed-BostonY1	ASV6596	Seed	BostonY1	ns 	0	< 0.01%: Rare
ASV6596_BostonY2	nsSeed-BostonY2	ASV6596	Seed	BostonY2	ns 	0	< 0.01%: Rare
ASV6596_MajorY1	nsSeed-MajorY1	ASV6596	Seed	MajorY1	ns 	0.393982808	0.01<x<1%: Intermediate
ASV6596_MajorY2	nsSeed-MajorY2	ASV6596	Seed	MajorY2	ns 	0	< 0.01%: Rare
ASV6597_BostonY1	nsSeed-BostonY1	ASV6597	Seed	BostonY1	ns 	0.009917355	< 0.01%: Rare
ASV6597_BostonY2	nsSeed-BostonY2	ASV6597	Seed	BostonY2	ns 	0.004202784	< 0.01%: Rare
ASV6597_MajorY1	nsSeed-MajorY1	ASV6597	Seed	MajorY1	ns 	0	< 0.01%: Rare
ASV6597_MajorY2	nsSeed-MajorY2	ASV6597	Seed	MajorY2	ns 	0	< 0.01%: Rare
ASV6598_BostonY1	nsSeed-BostonY1	ASV6598	Seed	BostonY1	ns 	0.033961099	0.01<x<1%: Intermediate
ASV6598_BostonY2	nsSeed-BostonY2	ASV6598	Seed	BostonY2	ns 	0	< 0.01%: Rare
ASV6598_MajorY1	nsSeed-MajorY1	ASV6598	Seed	MajorY1	ns 	0	< 0.01%: Rare
ASV6598_MajorY2	nsSeed-MajorY2	ASV6598	Seed	MajorY2	ns 	0	< 0.01%: Rare
ASV6599_BostonY1	nsSeed-BostonY1	ASV6599	Seed	BostonY1	ns 	0	< 0.01%: Rare
ASV6599_BostonY2	nsSeed-BostonY2	ASV6599	Seed	BostonY2	ns 	0.004433045	< 0.01%: Rare
ASV6599_MajorY1	nsSeed-MajorY1	ASV6599	Seed	MajorY1	ns 	0	< 0.01%: Rare
ASV6599_MajorY2	nsSeed-MajorY2	ASV6599	Seed	MajorY2	ns 	0	< 0.01%: Rare
ASV66_BostonY1	nsSeed-BostonY1	ASV66	Seed	BostonY1	ns 	0	< 0.01%: Rare
ASV66_BostonY2	nsSeed-BostonY2	ASV66	Seed	BostonY2	ns 	0	< 0.01%: Rare
ASV66_MajorY1	nsSeed-MajorY1	ASV66	Seed	MajorY1	ns 	0	< 0.01%: Rare
ASV66_MajorY2	nsSeed-MajorY2	ASV66	Seed	MajorY2	ns 	0	< 0.01%: Rare
ASV660_BostonY1	nsSeed-BostonY1	ASV660	Seed	BostonY1	ns 	0	< 0.01%: Rare
ASV660_BostonY2	nsSeed-BostonY2	ASV660	Seed	BostonY2	ns 	0	< 0.01%: Rare
ASV660_MajorY1	nsSeed-MajorY1	ASV660	Seed	MajorY1	ns 	0	< 0.01%: Rare
ASV660_MajorY2	nsSeed-MajorY2	ASV660	Seed	MajorY2	ns 	0	< 0.01%: Rare
ASV6600_BostonY1	nsSeed-BostonY1	ASV6600	Seed	BostonY1	ns 	0	< 0.01%: Rare
ASV6600_BostonY2	nsSeed-BostonY2	ASV6600	Seed	BostonY2	ns 	0	< 0.01%: Rare
ASV6600_MajorY1	nsSeed-MajorY1	ASV6600	Seed	MajorY1	ns 	0	< 0.01%: Rare
ASV6600_MajorY2	nsSeed-MajorY2	ASV6600	Seed	MajorY2	ns 	0.003777667	< 0.01%: Rare
ASV6601_BostonY1	nsSeed-BostonY1	ASV6601	Seed	BostonY1	ns 	0	< 0.01%: Rare
ASV6601_BostonY2	nsSeed-BostonY2	ASV6601	Seed	BostonY2	ns 	0	< 0.01%: Rare
ASV6601_MajorY1	nsSeed-MajorY1	ASV6601	Seed	MajorY1	ns 	0	< 0.01%: Rare
ASV6601_MajorY2	nsSeed-MajorY2	ASV6601	Seed	MajorY2	ns 	0.006083398	< 0.01%: Rare
ASV6602_BostonY1	nsSeed-BostonY1	ASV6602	Seed	BostonY1	ns 	0	< 0.01%: Rare
ASV6602_BostonY2	nsSeed-BostonY2	ASV6602	Seed	BostonY2	ns 	0.005107964	< 0.01%: Rare
ASV6602_MajorY1	nsSeed-MajorY1	ASV6602	Seed	MajorY1	ns 	0	< 0.01%: Rare
ASV6602_MajorY2	nsSeed-MajorY2	ASV6602	Seed	MajorY2	ns 	0	< 0.01%: Rare
ASV6603_BostonY1	nsSeed-BostonY1	ASV6603	Seed	BostonY1	ns 	0	< 0.01%: Rare
ASV6603_BostonY2	nsSeed-BostonY2	ASV6603	Seed	BostonY2	ns 	0.0042784	< 0.01%: Rare
ASV6603_MajorY1	nsSeed-MajorY1	ASV6603	Seed	MajorY1	ns 	0	< 0.01%: Rare
ASV6603_MajorY2	nsSeed-MajorY2	ASV6603	Seed	MajorY2	ns 	0	< 0.01%: Rare
ASV6604_BostonY1	nsSeed-BostonY1	ASV6604	Seed	BostonY1	ns 	0	< 0.01%: Rare
ASV6604_BostonY2	nsSeed-BostonY2	ASV6604	Seed	BostonY2	ns 	0.005778828	< 0.01%: Rare
ASV6604_MajorY1	nsSeed-MajorY1	ASV6604	Seed	MajorY1	ns 	0	< 0.01%: Rare
ASV6604_MajorY2	nsSeed-MajorY2	ASV6604	Seed	MajorY2	ns 	0	< 0.01%: Rare
ASV6605_BostonY1	nsSeed-BostonY1	ASV6605	Seed	BostonY1	ns 	0	< 0.01%: Rare
ASV6605_BostonY2	nsSeed-BostonY2	ASV6605	Seed	BostonY2	ns 	0.005778828	< 0.01%: Rare
ASV6605_MajorY1	nsSeed-MajorY1	ASV6605	Seed	MajorY1	ns 	0	< 0.01%: Rare
ASV6605_MajorY2	nsSeed-MajorY2	ASV6605	Seed	MajorY2	ns 	0	< 0.01%: Rare
ASV6606_BostonY1	nsSeed-BostonY1	ASV6606	Seed	BostonY1	ns 	0	< 0.01%: Rare
ASV6606_BostonY2	nsSeed-BostonY2	ASV6606	Seed	BostonY2	ns 	0.005778828	< 0.01%: Rare
ASV6606_MajorY1	nsSeed-MajorY1	ASV6606	Seed	MajorY1	ns 	0	< 0.01%: Rare
ASV6606_MajorY2	nsSeed-MajorY2	ASV6606	Seed	MajorY2	ns 	0	< 0.01%: Rare
ASV6607_BostonY1	nsSeed-BostonY1	ASV6607	Seed	BostonY1	ns 	0	< 0.01%: Rare
ASV6607_BostonY2	nsSeed-BostonY2	ASV6607	Seed	BostonY2	ns 	0.005778828	< 0.01%: Rare
ASV6607_MajorY1	nsSeed-MajorY1	ASV6607	Seed	MajorY1	ns 	0	< 0.01%: Rare
ASV6607_MajorY2	nsSeed-MajorY2	ASV6607	Seed	MajorY2	ns 	0	< 0.01%: Rare
ASV6608_BostonY1	nsSeed-BostonY1	ASV6608	Seed	BostonY1	ns 	0	< 0.01%: Rare
ASV6608_BostonY2	nsSeed-BostonY2	ASV6608	Seed	BostonY2	ns 	0.005778828	< 0.01%: Rare
ASV6608_MajorY1	nsSeed-MajorY1	ASV6608	Seed	MajorY1	ns 	0	< 0.01%: Rare
ASV6608_MajorY2	nsSeed-MajorY2	ASV6608	Seed	MajorY2	ns 	0	< 0.01%: Rare
ASV6609_BostonY1	nsSeed-BostonY1	ASV6609	Seed	BostonY1	ns 	0	< 0.01%: Rare
ASV6609_BostonY2	nsSeed-BostonY2	ASV6609	Seed	BostonY2	ns 	0.004367419	< 0.01%: Rare
ASV6609_MajorY1	nsSeed-MajorY1	ASV6609	Seed	MajorY1	ns 	0	< 0.01%: Rare
ASV6609_MajorY2	nsSeed-MajorY2	ASV6609	Seed	MajorY2	ns 	0	< 0.01%: Rare
ASV661_BostonY1	nsSeed-BostonY1	ASV661	Seed	BostonY1	ns 	0	< 0.01%: Rare
ASV661_BostonY2	nsSeed-BostonY2	ASV661	Seed	BostonY2	ns 	0	< 0.01%: Rare
ASV661_MajorY1	nsSeed-MajorY1	ASV661	Seed	MajorY1	ns 	0	< 0.01%: Rare
ASV661_MajorY2	nsSeed-MajorY2	ASV661	Seed	MajorY2	ns 	0	< 0.01%: Rare
ASV6610_BostonY1	nsSeed-BostonY1	ASV6610	Seed	BostonY1	ns 	0	< 0.01%: Rare
ASV6610_BostonY2	nsSeed-BostonY2	ASV6610	Seed	BostonY2	ns 	0.004367419	< 0.01%: Rare
ASV6610_MajorY1	nsSeed-MajorY1	ASV6610	Seed	MajorY1	ns 	0	< 0.01%: Rare
ASV6610_MajorY2	nsSeed-MajorY2	ASV6610	Seed	MajorY2	ns 	0	< 0.01%: Rare
ASV6611_BostonY1	nsSeed-BostonY1	ASV6611	Seed	BostonY1	ns 	0	< 0.01%: Rare
ASV6611_BostonY2	nsSeed-BostonY2	ASV6611	Seed	BostonY2	ns 	0.004367419	< 0.01%: Rare
ASV6611_MajorY1	nsSeed-MajorY1	ASV6611	Seed	MajorY1	ns 	0	< 0.01%: Rare
ASV6611_MajorY2	nsSeed-MajorY2	ASV6611	Seed	MajorY2	ns 	0	< 0.01%: Rare
ASV6612_BostonY1	nsSeed-BostonY1	ASV6612	Seed	BostonY1	ns 	0	< 0.01%: Rare
ASV6612_BostonY2	nsSeed-BostonY2	ASV6612	Seed	BostonY2	ns 	0	< 0.01%: Rare
ASV6612_MajorY1	nsSeed-MajorY1	ASV6612	Seed	MajorY1	ns 	0	< 0.01%: Rare
ASV6612_MajorY2	nsSeed-MajorY2	ASV6612	Seed	MajorY2	ns 	0.003496726	< 0.01%: Rare
ASV6613_BostonY1	nsSeed-BostonY1	ASV6613	Seed	BostonY1	ns 	0	< 0.01%: Rare
ASV6613_BostonY2	nsSeed-BostonY2	ASV6613	Seed	BostonY2	ns 	0	< 0.01%: Rare
ASV6613_MajorY1	nsSeed-MajorY1	ASV6613	Seed	MajorY1	ns 	0	< 0.01%: Rare
ASV6613_MajorY2	nsSeed-MajorY2	ASV6613	Seed	MajorY2	ns 	0.003496726	< 0.01%: Rare
ASV6614_BostonY1	nsSeed-BostonY1	ASV6614	Seed	BostonY1	ns 	0	< 0.01%: Rare
ASV6614_BostonY2	nsSeed-BostonY2	ASV6614	Seed	BostonY2	ns 	0	< 0.01%: Rare
ASV6614_MajorY1	nsSeed-MajorY1	ASV6614	Seed	MajorY1	ns 	0	< 0.01%: Rare
ASV6614_MajorY2	nsSeed-MajorY2	ASV6614	Seed	MajorY2	ns 	0.003777667	< 0.01%: Rare
ASV6615_BostonY1	nsSeed-BostonY1	ASV6615	Seed	BostonY1	ns 	0	< 0.01%: Rare
ASV6615_BostonY2	nsSeed-BostonY2	ASV6615	Seed	BostonY2	ns 	0	< 0.01%: Rare
ASV6615_MajorY1	nsSeed-MajorY1	ASV6615	Seed	MajorY1	ns 	0	< 0.01%: Rare
ASV6615_MajorY2	nsSeed-MajorY2	ASV6615	Seed	MajorY2	ns 	0.004003785	< 0.01%: Rare
ASV6616_BostonY1	nsSeed-BostonY1	ASV6616	Seed	BostonY1	ns 	0	< 0.01%: Rare
ASV6616_BostonY2	nsSeed-BostonY2	ASV6616	Seed	BostonY2	ns 	0	< 0.01%: Rare
ASV6616_MajorY1	nsSeed-MajorY1	ASV6616	Seed	MajorY1	ns 	0	< 0.01%: Rare
ASV6616_MajorY2	nsSeed-MajorY2	ASV6616	Seed	MajorY2	ns 	0.004003785	< 0.01%: Rare
ASV6617_BostonY1	nsSeed-BostonY1	ASV6617	Seed	BostonY1	ns 	0	< 0.01%: Rare
ASV6617_BostonY2	nsSeed-BostonY2	ASV6617	Seed	BostonY2	ns 	0	< 0.01%: Rare
ASV6617_MajorY1	nsSeed-MajorY1	ASV6617	Seed	MajorY1	ns 	0	< 0.01%: Rare
ASV6617_MajorY2	nsSeed-MajorY2	ASV6617	Seed	MajorY2	ns 	0.004003785	< 0.01%: Rare
ASV6618_BostonY1	nsSeed-BostonY1	ASV6618	Seed	BostonY1	ns 	0	< 0.01%: Rare
ASV6618_BostonY2	nsSeed-BostonY2	ASV6618	Seed	BostonY2	ns 	0	< 0.01%: Rare
ASV6618_MajorY1	nsSeed-MajorY1	ASV6618	Seed	MajorY1	ns 	0	< 0.01%: Rare
ASV6618_MajorY2	nsSeed-MajorY2	ASV6618	Seed	MajorY2	ns 	0.004003785	< 0.01%: Rare
ASV6619_BostonY1	nsSeed-BostonY1	ASV6619	Seed	BostonY1	ns 	0	< 0.01%: Rare
ASV6619_BostonY2	nsSeed-BostonY2	ASV6619	Seed	BostonY2	ns 	0	< 0.01%: Rare
ASV6619_MajorY1	nsSeed-MajorY1	ASV6619	Seed	MajorY1	ns 	0	< 0.01%: Rare
ASV6619_MajorY2	nsSeed-MajorY2	ASV6619	Seed	MajorY2	ns 	0.006083398	< 0.01%: Rare
ASV662_BostonY1	nsSeed-BostonY1	ASV662	Seed	BostonY1	ns 	0	< 0.01%: Rare
ASV662_BostonY2	nsSeed-BostonY2	ASV662	Seed	BostonY2	ns 	0.230044869	0.01<x<1%: Intermediate
ASV662_MajorY1	nsSeed-MajorY1	ASV662	Seed	MajorY1	ns 	0	< 0.01%: Rare
ASV662_MajorY2	nsSeed-MajorY2	ASV662	Seed	MajorY2	ns 	0	< 0.01%: Rare
ASV6620_BostonY1	nsSeed-BostonY1	ASV6620	Seed	BostonY1	ns 	0	< 0.01%: Rare
ASV6620_BostonY2	nsSeed-BostonY2	ASV6620	Seed	BostonY2	ns 	0	< 0.01%: Rare
ASV6620_MajorY1	nsSeed-MajorY1	ASV6620	Seed	MajorY1	ns 	0	< 0.01%: Rare
ASV6620_MajorY2	nsSeed-MajorY2	ASV6620	Seed	MajorY2	ns 	0.006083398	< 0.01%: Rare
ASV6621_BostonY1	nsSeed-BostonY1	ASV6621	Seed	BostonY1	ns 	0	< 0.01%: Rare
ASV6621_BostonY2	nsSeed-BostonY2	ASV6621	Seed	BostonY2	ns 	0	< 0.01%: Rare
ASV6621_MajorY1	nsSeed-MajorY1	ASV6621	Seed	MajorY1	ns 	0	< 0.01%: Rare
ASV6621_MajorY2	nsSeed-MajorY2	ASV6621	Seed	MajorY2	ns 	0.006083398	< 0.01%: Rare
ASV6622_BostonY1	nsSeed-BostonY1	ASV6622	Seed	BostonY1	ns 	0	< 0.01%: Rare
ASV6622_BostonY2	nsSeed-BostonY2	ASV6622	Seed	BostonY2	ns 	0	< 0.01%: Rare
ASV6622_MajorY1	nsSeed-MajorY1	ASV6622	Seed	MajorY1	ns 	0	< 0.01%: Rare
ASV6622_MajorY2	nsSeed-MajorY2	ASV6622	Seed	MajorY2	ns 	0.004353074	< 0.01%: Rare
ASV6623_BostonY1	nsSeed-BostonY1	ASV6623	Seed	BostonY1	ns 	0	< 0.01%: Rare
ASV6623_BostonY2	nsSeed-BostonY2	ASV6623	Seed	BostonY2	ns 	0.005778828	< 0.01%: Rare
ASV6623_MajorY1	nsSeed-MajorY1	ASV6623	Seed	MajorY1	ns 	0	< 0.01%: Rare
ASV6623_MajorY2	nsSeed-MajorY2	ASV6623	Seed	MajorY2	ns 	0	< 0.01%: Rare
ASV6624_BostonY1	nsSeed-BostonY1	ASV6624	Seed	BostonY1	ns 	0	< 0.01%: Rare
ASV6624_BostonY2	nsSeed-BostonY2	ASV6624	Seed	BostonY2	ns 	0.005778828	< 0.01%: Rare
ASV6624_MajorY1	nsSeed-MajorY1	ASV6624	Seed	MajorY1	ns 	0	< 0.01%: Rare
ASV6624_MajorY2	nsSeed-MajorY2	ASV6624	Seed	MajorY2	ns 	0	< 0.01%: Rare
ASV6625_BostonY1	nsSeed-BostonY1	ASV6625	Seed	BostonY1	ns 	0	< 0.01%: Rare
ASV6625_BostonY2	nsSeed-BostonY2	ASV6625	Seed	BostonY2	ns 	0.004367419	< 0.01%: Rare
ASV6625_MajorY1	nsSeed-MajorY1	ASV6625	Seed	MajorY1	ns 	0	< 0.01%: Rare
ASV6625_MajorY2	nsSeed-MajorY2	ASV6625	Seed	MajorY2	ns 	0	< 0.01%: Rare
ASV6626_BostonY1	nsSeed-BostonY1	ASV6626	Seed	BostonY1	ns 	0	< 0.01%: Rare
ASV6626_BostonY2	nsSeed-BostonY2	ASV6626	Seed	BostonY2	ns 	0.004367419	< 0.01%: Rare
ASV6626_MajorY1	nsSeed-MajorY1	ASV6626	Seed	MajorY1	ns 	0	< 0.01%: Rare
ASV6626_MajorY2	nsSeed-MajorY2	ASV6626	Seed	MajorY2	ns 	0	< 0.01%: Rare
ASV6627_BostonY1	nsSeed-BostonY1	ASV6627	Seed	BostonY1	ns 	0	< 0.01%: Rare
ASV6627_BostonY2	nsSeed-BostonY2	ASV6627	Seed	BostonY2	ns 	0.004367419	< 0.01%: Rare
ASV6627_MajorY1	nsSeed-MajorY1	ASV6627	Seed	MajorY1	ns 	0	< 0.01%: Rare
ASV6627_MajorY2	nsSeed-MajorY2	ASV6627	Seed	MajorY2	ns 	0	< 0.01%: Rare
ASV6628_BostonY1	nsSeed-BostonY1	ASV6628	Seed	BostonY1	ns 	0	< 0.01%: Rare
ASV6628_BostonY2	nsSeed-BostonY2	ASV6628	Seed	BostonY2	ns 	0.004367419	< 0.01%: Rare
ASV6628_MajorY1	nsSeed-MajorY1	ASV6628	Seed	MajorY1	ns 	0	< 0.01%: Rare
ASV6628_MajorY2	nsSeed-MajorY2	ASV6628	Seed	MajorY2	ns 	0	< 0.01%: Rare
ASV6629_BostonY1	nsSeed-BostonY1	ASV6629	Seed	BostonY1	ns 	0	< 0.01%: Rare
ASV6629_BostonY2	nsSeed-BostonY2	ASV6629	Seed	BostonY2	ns 	0.004367419	< 0.01%: Rare
ASV6629_MajorY1	nsSeed-MajorY1	ASV6629	Seed	MajorY1	ns 	0	< 0.01%: Rare
ASV6629_MajorY2	nsSeed-MajorY2	ASV6629	Seed	MajorY2	ns 	0	< 0.01%: Rare
ASV663_BostonY1	nsSeed-BostonY1	ASV663	Seed	BostonY1	ns 	0	< 0.01%: Rare
ASV663_BostonY2	nsSeed-BostonY2	ASV663	Seed	BostonY2	ns 	0	< 0.01%: Rare
ASV663_MajorY1	nsSeed-MajorY1	ASV663	Seed	MajorY1	ns 	0	< 0.01%: Rare
ASV663_MajorY2	nsSeed-MajorY2	ASV663	Seed	MajorY2	ns 	0.214854192	0.01<x<1%: Intermediate
ASV6630_BostonY1	nsSeed-BostonY1	ASV6630	Seed	BostonY1	ns 	0	< 0.01%: Rare
ASV6630_BostonY2	nsSeed-BostonY2	ASV6630	Seed	BostonY2	ns 	0.003251936	< 0.01%: Rare
ASV6630_MajorY1	nsSeed-MajorY1	ASV6630	Seed	MajorY1	ns 	0	< 0.01%: Rare
ASV6630_MajorY2	nsSeed-MajorY2	ASV6630	Seed	MajorY2	ns 	0	< 0.01%: Rare
ASV6631_BostonY1	nsSeed-BostonY1	ASV6631	Seed	BostonY1	ns 	0	< 0.01%: Rare
ASV6631_BostonY2	nsSeed-BostonY2	ASV6631	Seed	BostonY2	ns 	0	< 0.01%: Rare
ASV6631_MajorY1	nsSeed-MajorY1	ASV6631	Seed	MajorY1	ns 	0	< 0.01%: Rare
ASV6631_MajorY2	nsSeed-MajorY2	ASV6631	Seed	MajorY2	ns 	0.003496726	< 0.01%: Rare
ASV6632_BostonY1	nsSeed-BostonY1	ASV6632	Seed	BostonY1	ns 	0	< 0.01%: Rare
ASV6632_BostonY2	nsSeed-BostonY2	ASV6632	Seed	BostonY2	ns 	0	< 0.01%: Rare
ASV6632_MajorY1	nsSeed-MajorY1	ASV6632	Seed	MajorY1	ns 	0	< 0.01%: Rare
ASV6632_MajorY2	nsSeed-MajorY2	ASV6632	Seed	MajorY2	ns 	0.003777667	< 0.01%: Rare
ASV6633_BostonY1	nsSeed-BostonY1	ASV6633	Seed	BostonY1	ns 	0	< 0.01%: Rare
ASV6633_BostonY2	nsSeed-BostonY2	ASV6633	Seed	BostonY2	ns 	0	< 0.01%: Rare
